,account.length,international.plan,voice.mail.plan,number.vmail.messages,total.day.minutes,total.day.calls,total.day.charge,total.eve.minutes,total.eve.calls,total.eve.charge,total.night.minutes,total.night.calls,total.night.charge,total.intl.minutes,total.intl.calls,total.intl.charge,number.customer.service.calls,churn
1015,102, no, no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12,4,3.24,0, False.
1016,122, no, no,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0, False.
1017,41, no, no,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1, False.
1018,132, no, no,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2, False.
1019,76, no, no,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1, True.
1020,13, no, no,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1, False.
1021,115, no, yes,33,145,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2, False.
1022,67, no, no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1, False.
1023,154, no, no,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0, False.
1024,100, no, no,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2, False.
1025,146, yes, no,0,133,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1, False.
1026,148, no, yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1, False.
1027,67, no, yes,28,95,94,16.15,291.2,73,24.75,159.6,114,7.18,10,2,2.7,2, False.
1028,161, yes, no,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1, True.
1029,70, no, no,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0,0,0,1, False.
1030,116, no, no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0, False.
1031,99, no, yes,42,216,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2, True.
1032,87, no, no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1, False.
1033,87, no, no,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1, False.
1034,70, no, no,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2, False.
1035,131, no, no,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2, False.
1036,119, no, no,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10,1,2.7,2, False.
1037,119, no, yes,32,142.6,77,24.24,208.2,126,17.7,171,102,7.69,12,2,3.24,3, False.
1038,87, yes, no,0,134.2,80,22.81,165,71,14.03,173.1,102,7.79,10.7,5,2.89,0, False.
1039,112, no, no,0,111.9,92,19.02,114,143,9.69,146.8,79,6.61,14.1,3,3.81,5, True.
1040,75, no, no,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2, False.
1041,150, no, no,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4, False.
1042,161, no, yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0, False.
1043,91, yes, yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0, False.
1044,124, no, no,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3, False.
1045,94, yes, no,0,243.2,109,41.34,147,88,12.5,94.9,99,4.27,7.2,4,1.94,4, False.
1046,217, no, no,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4, False.
1047,158, no, no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0, False.
1048,102, no, no,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0, False.
1049,85, no, no,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0, False.
1050,79, no, no,0,147,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1, False.
1051,139, no, yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2, False.
1052,103, no, no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0, False.
1053,98, yes, no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1, False.
1054,78, no, no,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2, False.
1055,50, no, no,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1, False.
1056,161, no, no,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1, False.
1057,67, no, no,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7,3,1.89,0, False.
1058,86, no, yes,38,123,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1, False.
1059,92, no, no,0,208,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0, False.
1060,174, no, no,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1, False.
1061,124, no, no,0,193,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1, False.
1062,132, no, yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1, False.
1063,190, no, yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1, False.
1064,101, no, no,0,93.8,127,15.95,150,104,12.75,241.1,116,10.85,10.7,2,2.89,1, False.
1065,185, yes, yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2, False.
1066,68, no, yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0, False.
1067,117, no, yes,25,216,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0, False.
1068,118, no, no,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1, False.
1069,124, no, no,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0, False.
1070,22, no, no,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1, False.
1071,75, no, no,0,143.2,92,24.34,209.1,142,17.77,173,96,7.79,11.9,9,3.21,1, False.
1072,134, no, no,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5,9,1.35,1, False.
1073,164, no, yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1, False.
1074,44, no, no,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1, False.
1075,177, no, no,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2, False.
1076,110, no, no,0,162,81,27.54,247.5,89,21.04,155.5,99,7,8.9,8,2.4,0, False.
1077,53, no, yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1, False.
1078,108, no, no,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4, True.
1079,80, no, no,0,322.3,113,54.79,222,95,18.87,162.8,123,7.33,6.7,8,1.81,0, True.
1080,158, no, no,0,209.9,112,35.68,221.3,82,18.81,210,93,9.45,8.2,3,2.21,1, False.
1081,114, no, no,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0,0,0,0, False.
1082,64, no, yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1, False.
1083,88, no, no,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3, False.
1084,82, yes, no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3, False.
1085,111, no, no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3, False.
1086,60, no, no,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2, False.
1087,113, no, no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3, False.
1088,109, no, no,0,217,115,36.89,207,142,17.6,268,106,12.06,8.2,4,2.21,1, False.
1089,105, no, yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0, False.
1090,85, no, no,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2, False.
1091,131, no, no,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0, False.
1092,59, no, no,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10,3,2.7,2, False.
1093,148, no, no,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1, False.
1094,210, no, no,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2, False.
1095,115, no, no,0,245.2,105,41.68,159,109,13.52,229.9,74,10.35,7.2,8,1.94,0, False.
1096,106, no, no,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6,3,1.62,1, False.
1097,93, no, no,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1, False.
1098,57, no, yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13,2,3.51,1, False.
1099,98, no, no,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1, False.
1100,157, no, no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3, False.
1101,116, no, yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1, False.
1102,30, no, no,0,162.3,96,27.59,244,122,20.74,180.1,89,8.1,9.1,4,2.46,2, False.
1103,111, no, no,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4, True.
1104,52, no, no,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0, False.
1105,72, no, no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4, False.
1106,135, no, yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2, True.
1107,86, no, no,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3, False.
1108,98, no, yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3, False.
1109,151, no, no,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3, False.
1110,118, no, no,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0, False.
1111,117, no, no,0,144.6,115,24.58,258.8,66,22,253.2,113,11.39,7.4,9,2,2, False.
1112,55, no, no,0,189,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0, False.
1113,82, no, no,0,101,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0, False.
1114,152, no, no,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1, False.
1115,108, no, yes,15,165.1,85,28.07,267,93,22.7,250.7,114,11.28,10.9,4,2.94,1, False.
1116,98, no, no,0,165,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1, True.
1117,130, no, no,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3, False.
1118,136, yes, no,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1, False.
1119,47, no, no,0,155.3,116,26.4,188.2,85,16,247,73,11.12,12.3,4,3.32,3, False.
1120,189, no, no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3, False.
1121,107, no, no,0,157.1,79,26.71,162.6,124,13.82,150,138,6.75,12.1,6,3.27,1, False.
1122,91, no, no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5, True.
1123,159, no, no,0,189.1,105,32.15,246.1,147,20.92,242,106,10.89,10.4,5,2.81,1, True.
1124,11, no, yes,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10,3,2.7,2, False.
1125,167, no, no,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1, False.
1126,111, no, no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2, False.
1127,99, no, yes,19,87.7,103,14.91,223,86,18.96,182.3,112,8.2,7.3,4,1.97,2, False.
1128,159, no, yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0, False.
1129,114, yes, yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2, False.
1130,71, no, no,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9,2,2.43,2, False.
1131,122, no, no,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1, False.
1132,100, no, yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,1, False.
1133,83, no, yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1, False.
1134,64, no, no,0,148.1,73,25.18,164.9,101,14.02,216,125,9.72,12.3,2,3.32,5, True.
1135,105, no, no,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9,3,2.43,1, False.
1136,144, no, yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2, False.
1137,106, yes, yes,26,270.3,111,45.95,215.2,90,18.29,254,133,11.43,14.4,7,3.89,1, True.
1138,19, no, yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1, False.
1139,46, no, no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1, False.
1140,127, no, no,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2, False.
1141,9, no, yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1, False.
1142,157, no, no,0,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1, False.
1143,105, no, no,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6, True.
1144,105, no, yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0, False.
1145,155, no, no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2, False.
1146,31, no, no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0, False.
1147,161, no, no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1, False.
1148,95, no, yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0, False.
1149,122, no, no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3, False.
1150,37, yes, no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2, False.
1151,132, no, no,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5, True.
1152,119, no, yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0, False.
1153,16, no, no,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1, False.
1154,99, no, no,0,95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,1, False.
1155,76, no, yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1, False.
1156,167, no, no,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3,4, True.
1157,129, no, no,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1, False.
1158,116, no, no,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1, False.
1159,60, yes, no,0,183,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3,1, False.
1160,128, no, no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0, False.
1161,47, no, yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0, False.
1162,40, yes, no,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3, False.
1163,173, no, no,0,172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,0, False.
1164,157, no, yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1, False.
1165,66, no, yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12,3,3.24,2, False.
1166,50, yes, yes,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8,3,2.16,0, False.
1167,72, no, no,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3, False.
1168,130, no, no,0,154,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1, False.
1169,143, no, no,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1, False.
1170,89, yes, no,0,125.6,108,21.35,213,90,18.11,181.7,108,8.18,5.4,5,1.46,1, False.
1171,108, no, no,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0, False.
1172,32, no, no,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1, False.
1173,166, no, no,0,203.4,81,34.58,167.7,110,14.25,132,124,5.94,9.2,5,2.48,2, False.
1174,109, no, no,0,222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1, False.
1175,72, no, yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1, False.
1176,134, no, yes,32,216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,0, False.
1177,13, no, no,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4, False.
1178,90, no, no,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3, False.
1179,111, no, yes,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3, False.
1180,101, no, yes,23,262.2,101,44.57,157,80,13.35,129.1,100,5.81,7.3,14,1.97,1, False.
1181,72, no, no,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0, False.
1182,67, no, yes,35,245.4,89,41.72,148.2,102,12.6,274,136,12.33,7.5,6,2.03,1, False.
1183,172, no, no,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3, True.
1184,154, no, yes,32,192.3,82,32.69,165.3,134,14.05,205,74,9.23,9,1,2.43,2, False.
1185,69, no, no,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2, False.
1186,123, no, no,0,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,3, False.
1187,130, no, yes,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0, False.
1188,142, no, yes,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2, False.
1189,29, no, no,0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1, False.
1190,87, no, yes,28,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0, False.
1191,149, no, no,0,156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,0, False.
1192,146, yes, no,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2, False.
1193,88, yes, no,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4, True.
1194,119, yes, yes,15,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5, True.
1195,48, no, no,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1, False.
1196,135, no, no,0,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1, False.
1197,100, no, no,0,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1, False.
1198,98, no, no,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4, False.
1199,75, no, yes,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2, False.
1200,180, no, yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1, False.
1201,100, no, yes,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1, False.
1202,119, no, yes,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,2, False.
1203,86, no, no,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0, False.
1204,155, no, yes,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1, False.
1205,78, yes, no,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1, True.
1206,153, no, no,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1, False.
1207,92, no, yes,25,134,112,22.78,206,111,17.51,180.6,118,8.13,9.7,4,2.62,0, False.
1208,13, no, yes,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2, False.
1209,154, no, no,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3, False.
1210,144, yes, yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0, False.
1211,48, no, no,0,275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1, False.
1212,94, no, no,0,174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1, False.
1213,139, no, no,0,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1, False.
1214,126, no, no,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1, False.
1215,122, no, no,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2, False.
1216,139, no, no,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1, False.
1217,95, no, no,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3, False.
1218,80, no, yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4, False.
1219,131, no, yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3, False.
1220,36, no, no,0,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1, False.
1221,180, no, no,0,139,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2, False.
1222,25, no, no,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2, False.
1223,113, no, no,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3, False.
1224,88, no, yes,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1, False.
1225,120, no, no,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1, False.
1226,74, no, no,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1, False.
1227,109, no, no,0,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,2, False.
1228,162, no, yes,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0, False.
1229,124, no, yes,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1, False.
1230,177, no, no,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2, False.
1231,91, no, no,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1, False.
1232,105, no, no,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0, True.
1233,24, no, no,0,243,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0, True.
1234,48, no, no,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0, False.
1235,86, no, no,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2, False.
1236,163, no, no,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4, False.
1237,91, no, no,0,159,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0, False.
1238,56, no, no,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3, False.
1239,147, yes, yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3, False.
1240,64, no, no,0,168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2, False.
1241,108, no, yes,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4, True.
1242,159, no, no,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5, False.
1243,136, yes, no,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3, False.
1244,116, no, yes,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11,2,2.97,1, False.
1245,45, no, yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1, False.
1246,122, no, no,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2, False.
1247,138, no, no,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,5, False.
1248,132, no, no,0,117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,1, False.
1249,101, yes, no,0,193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,0, False.
1250,58, no, no,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2, False.
1251,81, no, no,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1, False.
1252,87, no, no,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3, False.
1253,116, no, no,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2, False.
1254,85, yes, no,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4, False.
1255,62, no, yes,33,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2, True.
1256,90, no, no,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0, False.
1257,98, no, no,0,162.8,65,27.68,185,109,15.73,219.5,104,9.88,6,3,1.62,2, False.
1258,73, no, no,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18,5,4.86,1, False.
1259,107, yes, no,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2, False.
1260,55, no, yes,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2, False.
1261,76, no, yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3, False.
1262,30, no, no,0,145,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3, False.
1263,157, no, no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4, False.
